번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
121,인천광역시 옹진군 재난안전담당관,인천광역시 옹진군 영흥면 영흥북로35번길 2,인천광역시 옹진군 영흥면 내리 3-4,생활방범,5,200,360도전방면,30,2009-01,032-899-2040,37.25632181,126.4998484,2021-10-20
122,인천광역시 옹진군 재난안전담당관,인천광역시 옹진군 영흥면 선재로317번길 84,인천광역시 옹진군 영흥면 선재리 636-4,생활방범,1,200,360도전방면,30,2010-01,032-899-2040,37.25326298,126.5130792,2021-10-20
123,인천광역시 옹진군 재난안전담당관,인천광역시 옹진군 영흥면 영흥로 109-10,인천광역시 옹진군 영흥면 내리 8-165,생활방범,1,200,360도전방면,30,2010-01,032-899-2040,37.25521965,126.4966138,2021-10-20
124,인천광역시 옹진군 재난안전담당관,인천광역시 옹진군 영흥면 영흥로 364,인천광역시 옹진군 영흥면 내리 238-58,생활방범,4,200,360도전방면,30,2010-01,032-899-2040,37.2529612,126.4753386,2021-10-20
125,인천광역시 옹진군 재난안전담당관,인천광역시 옹진군 영흥면 영흥북로 420-26,인천광역시 옹진군 영흥면 내리 산 91,생활방범,5,200,360도전방면,30,2009-01,032-899-2040,37.28091183,126.4828529,2021-10-20
126,인천광역시 옹진군 재난안전담당관,인천광역시 옹진군 영흥면 영흥로757번길 6,인천광역시 옹진군 영흥면 내리 1626-48,생활방범,4,200,360도전방면,30,2010-01,032-899-2040,37.27267227,126.449951,2021-10-20
127,인천광역시 옹진군 재난안전담당관,인천광역시 옹진군 영흥면 영흥로 472,인천광역시 옹진군 영흥면 내리 270-2,생활방범,4,200,360도전방면,30,2010-01,032-899-2040,37.25469369,126.4638291,2021-10-20
128,인천광역시 옹진군 재난안전담당관,인천광역시 옹진군 영흥면 영흥로757번길 30-17,인천광역시 옹진군 영흥면 내리 1679-4,생활방범,5,200,360도전방면,30,2010-01,032-899-2040,37.27158325,126.4482767,2021-10-20
129,인천광역시 옹진군 재난안전담당관,인천광역시 옹진군 영흥면 영흥로176번길 26,인천광역시 옹진군 영흥면 내리 1867,생활방범,4,200,360도전방면,30,2009-01,032-899-2040,37.25942231,126.4941329,2021-10-20
130,인천광역시 옹진군 재난안전담당관,인천광역시 옹진군 영흥면 선재로34번길 223,인천광역시 옹진군 영흥면 선재리 325-3,생활방범,2,200,360도전방면,30,2010-01,032-899-2040,37.23908693,126.5334334,2021-10-20
131,인천광역시 부평구청,인천광역시 부평구 주부토로277번길 10,인천광역시 부평구 갈산1동 111-6,생활방범,2,200,,30,,032-509-5005,37.520195,126.726253,2024-07-25
132,인천광역시 부평구청,인천광역시 부평구 주부토로 211,인천광역시 부평구 갈산2동 361-2,생활방범,2,200,,30,,032-509-5005,37.513853,126.725562,2024-07-25
133,인천광역시 부평구청,인천광역시 부평구 동수로128번길 17-4,인천광역시 부평구 부개1동 251,생활방범,1,200,,30,,032-509-5005,37.484108,126.733897,2024-07-25
134,인천광역시 부평구청,인천광역시 부평구 동수로 156-1,인천광역시 부평구 부개1동 254-3,생활방범,2,200,,30,,032-509-5005,37.485204,126.73603,2024-07-25
135,인천광역시 부평구청,인천광역시 부평구 경인로1084번길 7-5,인천광역시 부평구 부개1동 322-10,생활방범,1,200,,30,,032-509-5005,37.485784,126.740554,2024-07-25
136,인천광역시 부평구청,인천광역시 부평구 동수로128번길 10,인천광역시 부평구 부개1동 444-27,생활방범,2,200,,30,,032-509-5005,37.484609,126.733212,2024-07-25
137,인천광역시 부평구청,인천광역시 부평구 부평문화로163번길 33-7,인천광역시 부평구 부개2동 102-12,생활방범,1,200,,30,,032-509-5005,37.495389,126.734373,2024-07-25
138,인천광역시 부평구청,인천광역시 부평구 부평문화로 189-14,인천광역시 부평구 부개2동 120-246,생활방범,2,200,,30,,032-509-5005,37.493891,126.737826,2024-07-25
139,인천광역시 부평구청,인천광역시 부평구 수변로37번길 15-1,인천광역시 부평구 부개2동 197-21,생활방범,2,200,,30,,032-509-5005,37.490323,126.740243,2024-07-25
140,인천광역시 부평구청,인천광역시 부평구 수변로64번길 14,인천광역시 부평구 부개2동 490-1,생활방범,2,200,,30,,032-509-5005,37.492124,126.74136,2024-07-25
141,인천광역시 부평구청,인천광역시 부평구 길주남로101번길 31-1,인천광역시 부평구 부개3동 481-8,생활방범,2,200,,30,,032-509-5005,37.505502,126.733088,2024-07-25
142,인천광역시 부평구청,인천광역시 부평구 길주남로 155,인천광역시 부평구 부개3동 496-19,생활방범,2,200,,30,,032-509-5005,37.504153,126.738815,2024-07-25
143,인천광역시 부평구청,인천광역시 부평구 부흥북로 153,인천광역시 부평구 부개3동 498-14,생활방범,2,200,,30,,032-509-5005,37.500418,126.739537,2024-07-25
144,인천광역시 부평구청,인천광역시 부평구 장제로 227,인천광역시 부평구 부평4동 10-561,생활방범,1,200,,30,,032-509-5005,37.505925,126.730585,2024-07-25
145,인천광역시 부평구청,인천광역시 부평구 길주남로 54,인천광역시 부평구 부평4동 10-723,생활방범,1,200,,30,,032-509-5005,37.504411,126.727346,2024-07-25
146,인천광역시 부평구청,인천광역시 부평구 부평문화로79번길 18-1,인천광역시 부평구 부평4동 204-77,생활방범,2,200,,30,,032-509-5005,37.494961,126.724861,2024-07-25
147,인천광역시 부평구청,인천광역시 부평구 대정로36번길 15,인천광역시 부평구 부평4동 207-1,생활방범,3,200,,30,,032-509-5005,37.495665,126.724372,2024-07-25
148,인천광역시 부평구청,인천광역시 부평구 시장로71번길 20,인천광역시 부평구 부평4동 240-15,생활방범,1,200,,30,,032-509-5005,37.496888,126.727775,2024-07-25
149,인천광역시 부평구청,인천광역시 부평구 장제로159번길 34,인천광역시 부평구 부평4동 396-56,생활방범,3,200,,30,,032-509-5005,37.499778,126.72847,2024-07-25
150,인천광역시 부평구청,인천광역시 부평구 광장로4번길 6,인천광역시 부평구 부평1동 534-28,생활방범,1,200,,30,,032-509-5005,37.490313,126.722483,2024-07-25
151,인천광역시 부평구청,인천광역시 부평구 아트센터로74번길 56,인천광역시 부평구 십정2동 493-1,생활방범,3,200,,30,,032-509-5005,37.473406,126.705737,2024-07-25
152,인천광역시 부평구청,인천광역시 부평구 경인로834번길 51,인천광역시 부평구 부평2동 768-283,생활방범,1,200,,30,,032-509-5005,37.48112156,126.7167707,2024-07-25
153,인천광역시 부평구청,인천광역시 부평구 -,인천광역시 부평구 산곡4동 284-4,생활방범,1,200,,30,,032-509-5005,37.500189,126.710181,2024-07-25
154,인천광역시 부평구청,인천광역시 부평구 경인로940번길 18,인천광역시 부평구 부평6동 656-20,생활방범,2,200,,30,,032-509-5005,37.486504,126.723834,2024-07-25
155,인천광역시 부평구청,인천광역시 부평구 배곶로89번길 14,인천광역시 부평구 십정1동 277-41,생활방범,1,200,,30,,032-509-5005,37.47579154,126.6945538,2024-07-25
156,인천광역시 부평구청,인천광역시 부평구 마곡로27번길 3,인천광역시 부평구 산곡1동 63-80,생활방범,1,200,,30,,032-509-5005,37.51238162,126.6985808,2024-07-25
157,인천광역시 부평구청,인천광역시 부평구 경인로769번길 14,인천광역시 부평구 부평3동 575-17,생활방범,1,200,,30,,032-509-5005,37.47860361,126.7095137,2024-07-25
158,인천광역시 부평구청,인천광역시 부평구 화랑로 61-1,인천광역시 부평구 산곡3동 산47-1,생활방범,1,200,,30,,032-509-5005,37.48958714,126.7018032,2024-07-25
159,인천광역시 부평구청,인천광역시 부평구 마장로 121,인천광역시 부평구 산곡3동 산37-4,생활방범,1,200,,30,,032-509-5005,37.49031822,126.7054045,2024-07-25
160,인천광역시 부평구청,인천광역시 부평구 길주로494번길 12,인천광역시 부평구 청천2동 259,생활방범,1,200,,30,,032-509-5005,37.507396,126.7148208,2024-07-25
161,인천광역시 부평구청,인천광역시 부평구 경원대로1367번길 48,인천광역시 부평구 부평1동 546-105,생활방범,1,200,,30,,032-509-5005,37.49345712,126.7209392,2024-07-25
162,인천광역시 부평구청,인천광역시 부평구 경인로 842,인천광역시 부평구 부평2동 768-320,생활방범,1,200,,30,,032-509-5005,37.48336191,126.7155101,2024-07-25
163,인천광역시 부평구청,인천광역시 부평구 백운로6번길 10,인천광역시 부평구 부평3동 571-6,생활방범,1,200,,30,,032-509-5005,37.48134487,126.7104669,2024-07-25
164,인천광역시 부평구청,인천광역시 부평구 세월천로 82,인천광역시 부평구 산곡1동 56-3,생활방범,1,200,,30,,032-509-5005,37.51386659,126.7005533,2024-07-25
165,인천광역시 부평구청,인천광역시 부평구 배곶남로9번길 8-4,인천광역시 부평구 십정1동 356-6,생활방범,1,200,,30,,032-509-5005,37.47174146,126.6949257,2024-07-25
166,인천광역시 부평구청,인천광역시 부평구 열우물로50번길 83,인천광역시 부평구 십정2동 388,생활방범,1,200,,30,,032-509-5005,37.47621824,126.7016097,2024-07-25
167,인천광역시 부평구청,인천광역시 부평구 굴포로 194-10,인천광역시 부평구 삼산2동 456-1,생활방범,1,200,,30,,032-509-5005,37.51205219,126.7408105,2024-07-25
168,인천광역시 부평구청,인천광역시 부평구 갈월서로,인천광역시 부평구 갈산2동 362-3,생활방범,1,200,,30,,032-509-5005,37.50924054,126.722555,2024-07-25
169,인천광역시 부평구청,인천광역시 부평구,인천광역시 부평구 삼산2동 448-9,생활방범,1,200,,30,,032-509-5005,37.51399868,126.7398274,2024-07-25
170,인천광역시 부평구청,인천광역시 부평구 길주남로 137,인천광역시 부평구 부개3동 496-12,생활방범,1,200,,30,,032-509-5005,37.50452974,126.7389739,2024-07-25
171,인천광역시 부평구청,인천광역시 부평구,인천광역시 부평구 부개3동 501-4,생활방범,1,200,,30,,032-509-5005,37.49893696,126.7412141,2024-07-25
172,인천광역시 부평구청,인천광역시 부평구 부흥북로 136,인천광역시 부평구 부개3동 500-2,생활방범,1,200,,30,,032-509-5005,37.49952401,126.7371007,2024-07-25
173,인천광역시 부평구청,인천광역시 부평구 갈현로17나길 7,인천광역시 부평구 일신동 구산동 361,생활방범,1,200,,30,,032-509-5005,37.47600079,126.748409,2024-07-25
174,인천광역시 부평구청,인천광역시 부평구 갈월동로 31,인천광역시 부평구 갈산2동 369-1,생활방범,1,200,,30,,032-509-5005,37.50983217,126.7297545,2024-07-25
175,인천광역시 부평구청,인천광역시 부평구 수변로37번길 15-4,인천광역시 부평구 부개2동 514,생활방범,1,200,,30,,032-509-5005,37.49076352,126.739789,2024-07-25
176,인천광역시 부평구청,인천광역시 부평구 부평문화로105번길 14,인천광역시 부평구 부평5동 149-15,생활방범,2,200,,30,,032-509-5005,37.49465944,126.7281013,2024-07-25
177,인천광역시 부평구청,인천광역시 부평구 부흥로365번길 18-2,인천광역시 부평구 부평5동 113-7,생활방범,1,200,,30,,032-509-5005,37.49884529,126.732618,2024-07-25
178,인천광역시 부평구청,인천광역시 부평구 장제로160번길 75,인천광역시 부평구 부개3동 16-62,생활방범,1,200,,30,,032-509-5005,37.4994452,126.7348245,2024-07-25
179,인천광역시 부평구청,인천광역시 부평구 영성동로18번길 51,인천광역시 부평구 삼산1동 517,생활방범,1,200,,30,,032-509-5005,37.51788329,126.7492245,2024-07-25
180,인천광역시 부평구청,인천광역시 부평구 영성동로18번길 51,인천광역시 부평구 삼산1동 517,생활방범,1,200,,30,,032-509-5005,37.51922825,126.7494332,2024-07-25
181,인천광역시 부평구청,인천광역시 부평구 장제로 163,인천광역시 부평구 부평4동 377-37,교통단속,1,240,,30,,032-509-6739,37.50012705,126.7302765,2024-07-25
182,인천광역시 부평구청,인천광역시 부평구 장제로 114-1,인천광역시 부평구 부평5동 134-17,교통단속,1,240,,30,,032-509-6739,37.49571634,126.7305412,2024-07-25
183,인천광역시 부평구청,인천광역시 부평구 경원대로 1407,인천광역시 부평구 부평5동 159-5,교통단속,1,240,,30,,032-509-6739,37.49154977,126.7257029,2024-07-25
184,인천광역시 부평구청,인천광역시 부평구 장제로 85,인천광역시 부평구 부평5동 531-9,교통단속,1,240,,30,,032-509-6739,37.49323474,126.72965,2024-07-25
185,인천광역시 부평구청,인천광역시 부평구 경원대로 1372,인천광역시 부평구 부평1동 534-16,교통단속,1,240,,30,,032-509-6739,37.49107478,126.7213987,2024-07-25
186,인천광역시 부평구청,인천광역시 부평구 경원대로 1242,인천광역시 부평구 산곡3동 310-110,교통단속,1,240,,30,,032-509-6739,37.48756,126.7086699,2024-07-25
187,인천광역시 부평구청,인천광역시 부평구 아트센터로 38,인천광역시 부평구 십정2동 475-8,교통단속,1,240,,30,,032-509-6739,37.47130283,126.7035159,2024-07-25
188,인천광역시 부평구청,인천광역시 부평구 체육관로 30,인천광역시 부평구 삼산2동 459-1,교통단속,1,240,,30,,032-509-6739,37.5084869,126.734843,2024-07-25
189,인천광역시 부평구청,인천광역시 부평구 광장로 6,인천광역시 부평구 부평시장로터리중앙,교통단속,1,240,,30,,032-509-6739,37.4943003,126.726536,2024-07-25
190,인천광역시 부평구청,인천광역시 부평구 시장로24,인천광역시 부평구 부평5동 153-4,교통단속,1,240,,30,,032-509-6739,37.49298389,126.7255846,2024-07-25
191,인천광역시 부평구청,인천광역시 부평구 시장로7,인천광역시 부평구 부평5동 193-24,교통단속,1,240,,30,,032-509-6739,37.49260313,126.7245773,2024-07-25
192,인천광역시 부평구청,인천광역시 부평구 부평대로17,인천광역시 부평구 부평1동 549-81,교통단속,1,240,,30,,032-509-6739,37.49288714,126.7227354,2024-07-25
193,인천광역시 부평구청,인천광역시 부평구 부평문화로 61,인천광역시 부평구 부평4동212-69,교통단속,1,240,,30,,032-509-6739,37.49407252,126.7230381,2024-07-25
194,인천광역시 부평구청,인천광역시 부평구 대정로 36번길 1,인천광역시 부평구 부평4동204-12,교통단속,1,240,,30,,032-509-6739,37.4956746,126.7249415,2024-07-25
195,인천광역시 부평구청,인천광역시 부평구 마장로 311,인천광역시 부평구 산곡1동 169-3,교통단속,1,240,,30,,032-509-6739,37.5058714,126.7030445,2024-07-25
196,인천광역시 부평구청,인천광역시 부평구 부평북로 삼산한의원,인천광역시 부평구 삼산1동 55-1,교통단속,1,240,,30,,032-509-6739,37.522381,126.738079,2024-07-25
